round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.009315076982602477,0.011017557127368554,100,100,1,mean_squared_error,1,adam
100,0.0030963399913161993,0.0030748690096287987,100,100,1,mean_squared_error,2,adam
100,0.0030775293707847595,0.003027064751432205,100,100,1,mean_squared_error,3,adam
100,0.00305594177916646,0.0030393048626064954,100,100,1,mean_squared_error,8,adam
100,0.003063966636545956,0.0030293703548386133,100,100,1,mean_squared_error,16,adam
100,0.003061486640945077,0.003030253889944806,100,100,1,mean_squared_error,32,adam
100,0.003081463393755257,0.003030654004154106,100,100,1,mean_squared_error,64,adam
100,0.0030704234959557652,0.003020051783178338,100,100,1,mean_squared_error,128,adam
