round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.003612099913880229,0.0012891711503994628,100,100,1,mean_squared_error,128,adam
100,0.0037314705550670624,0.0012695758236127466,100,100,2,mean_squared_error,128,adam
100,0.003994684317149222,0.001278544200621592,100,100,3,mean_squared_error,128,adam
100,0.0038304260233417153,0.0013076441923960068,100,100,4,mean_squared_error,128,adam
100,0.003905681543983519,0.001285089207848112,100,100,5,mean_squared_error,128,adam
