round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.0021283914684318006,0.004091444845138618,100,100,1,mean_squared_error,1,adam
100,0.0024131996324285865,0.004426497215624516,100,100,1,mean_squared_error,2,adam
100,0.0021389172761701047,0.004066836981705033,100,100,1,mean_squared_error,3,adam
100,0.0021493452950380743,0.00406510885548136,100,100,1,mean_squared_error,8,adam
100,0.002133208734448999,0.004065682872882425,100,100,1,mean_squared_error,16,adam
100,0.002142198965884745,0.004067126061081102,100,100,1,mean_squared_error,32,adam
100,0.0021337656071409583,0.004065773409574216,100,100,1,mean_squared_error,64,adam
100,0.0021431175991892815,0.0040739007343194985,100,100,1,mean_squared_error,128,adam
250,0.0021341582178138196,0.004097427018010116,100,250,1,mean_squared_error,1,adam
250,0.002144180820323527,0.00407051400020065,100,250,1,mean_squared_error,2,adam
250,0.0021422964055091143,0.004065239143774922,100,250,1,mean_squared_error,3,adam
250,0.002142382669262588,0.004068692123171941,100,250,1,mean_squared_error,8,adam
250,0.0021398982498794794,0.0040648451467677205,100,250,1,mean_squared_error,16,adam
250,0.002138298354111612,0.00406839526060007,100,250,1,mean_squared_error,32,adam
250,0.0021363046253100038,0.004086384432738119,100,250,1,mean_squared_error,64,adam
250,0.002137715753633529,0.004068479932177074,100,250,1,mean_squared_error,128,adam
500,0.002137141942512244,0.004079139434888884,100,500,1,mean_squared_error,1,adam
500,0.002148391038645059,0.004066207146220712,100,500,1,mean_squared_error,2,adam
500,0.002143617835827172,0.0040663005509892275,100,500,1,mean_squared_error,3,adam
500,0.0021563658956438303,0.004068238094663785,100,500,1,mean_squared_error,8,adam
500,0.002145066508091986,0.004064751490203659,100,500,1,mean_squared_error,16,adam
500,0.002147373277693987,0.004064216953643917,100,500,1,mean_squared_error,32,adam
500,0.002142752695363015,0.004065815710934126,100,500,1,mean_squared_error,64,adam
500,0.00214655400486663,0.004067698314746277,100,500,1,mean_squared_error,128,adam
750,0.00215336075052619,0.0040802800013125876,100,750,1,mean_squared_error,1,adam
750,0.0021632760763168335,0.004067321469012956,100,750,1,mean_squared_error,2,adam
750,0.0021542797912843525,0.004062834077043212,100,750,1,mean_squared_error,3,adam
750,0.0021488768979907036,0.004060060752177597,100,750,1,mean_squared_error,8,adam
750,0.0021506233024410903,0.00406098371093864,100,750,1,mean_squared_error,16,adam
750,0.002152217901311815,0.004061788921582893,100,750,1,mean_squared_error,32,adam
750,0.0021497788256965578,0.0040688379798994815,100,750,1,mean_squared_error,64,adam
750,0.0021467546466737986,0.004058795595392212,100,750,1,mean_squared_error,128,adam
1000,0.002159892173949629,0.004067642855245555,100,1000,1,mean_squared_error,1,adam
1000,0.0021549294469878078,0.004064740109220054,100,1000,1,mean_squared_error,2,adam
1000,0.002156271948479116,0.004065602890012744,100,1000,1,mean_squared_error,3,adam
1000,0.0021527035860344768,0.004062406326595105,100,1000,1,mean_squared_error,8,adam
1000,0.002156039176043123,0.004061936219059454,100,1000,1,mean_squared_error,16,adam
1000,0.00216290372190997,0.004062594775866745,100,1000,1,mean_squared_error,32,adam
1000,0.002147745981346816,0.0040634884105127,100,1000,1,mean_squared_error,64,adam
1000,0.0021513454848900437,0.0040619619590998215,100,1000,1,mean_squared_error,128,adam
