round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.0026587675092741847,0.003979547521715662,100,100,1,mean_squared_error,1,adam
100,0.0028450317913666368,0.004543490294147665,100,100,1,mean_squared_error,2,adam
100,0.00273369497153908,0.003925865302784345,100,100,1,mean_squared_error,3,adam
100,0.002746103738900274,0.003925140233731416,100,100,1,mean_squared_error,8,adam
100,0.0027520025614649057,0.003916771208020137,100,100,1,mean_squared_error,16,adam
100,0.002752688364125788,0.003924174343100411,100,100,1,mean_squared_error,32,adam
100,0.0027517315465956926,0.003923206518341164,100,100,1,mean_squared_error,64,adam
100,0.002746034413576126,0.003916458217987329,100,100,1,mean_squared_error,128,adam
250,0.0027040306595154107,0.003940191293511083,100,250,1,mean_squared_error,1,adam
250,0.0027641283231787384,0.003927064336542236,100,250,1,mean_squared_error,2,adam
250,0.0027572903782129288,0.003920824073236389,100,250,1,mean_squared_error,3,adam
250,0.002753149892669171,0.003919818685425068,100,250,1,mean_squared_error,8,adam
250,0.002749152190517634,0.003917287428861012,100,250,1,mean_squared_error,16,adam
250,0.0027454610681161284,0.0039146730826845515,100,250,1,mean_squared_error,32,adam
250,0.00274639978306368,0.003913846718880318,100,250,1,mean_squared_error,64,adam
250,0.0027444883598946035,0.00393154355026268,100,250,1,mean_squared_error,128,adam
500,0.0027622749912552536,0.0039227396292952745,100,500,1,mean_squared_error,1,adam
500,0.0027721678488887846,0.003930025200072424,100,500,1,mean_squared_error,2,adam
500,0.0027589891105890274,0.003921599514819775,100,500,1,mean_squared_error,3,adam
500,0.002750890562310815,0.003918114980159883,100,500,1,mean_squared_error,8,adam
500,0.002749029954429716,0.0039162060574402,100,500,1,mean_squared_error,16,adam
500,0.0027475820970721543,0.003916590080659529,100,500,1,mean_squared_error,32,adam
500,0.002754569344688207,0.003911970803551469,100,500,1,mean_squared_error,64,adam
500,0.002746579877566546,0.003914813975276038,100,500,1,mean_squared_error,128,adam
750,0.0027597005828283727,0.003922772802701944,100,750,1,mean_squared_error,1,adam
750,0.0027579452143982053,0.003919028133774797,100,750,1,mean_squared_error,2,adam
750,0.0027651787968352437,0.003929875174275877,100,750,1,mean_squared_error,3,adam
750,0.0027495446847751737,0.003915294153466448,100,750,1,mean_squared_error,8,adam
750,0.0027492279186844826,0.003916471203985183,100,750,1,mean_squared_error,16,adam
750,0.002744147030171007,0.0039135543273570465,100,750,1,mean_squared_error,32,adam
750,0.0027418442186899483,0.003918537523429421,100,750,1,mean_squared_error,64,adam
750,0.0027416772209107876,0.003917948778468957,100,750,1,mean_squared_error,128,adam
1000,0.002761750540230423,0.003923781928057808,100,1000,1,mean_squared_error,1,adam
1000,0.0027529029175639153,0.003917802387222946,100,1000,1,mean_squared_error,2,adam
1000,0.00275268976110965,0.003920613781649405,100,1000,1,mean_squared_error,3,adam
1000,0.002752730099018663,0.0039187504350905655,100,1000,1,mean_squared_error,8,adam
1000,0.002755938854534179,0.003926655116554042,100,1000,1,mean_squared_error,16,adam
1000,0.0027454725932329893,0.003916104507975672,100,1000,1,mean_squared_error,32,adam
1000,0.0027474596281535923,0.003920408039888306,100,1000,1,mean_squared_error,64,adam
1000,0.0027469376800581813,0.003923719247597687,100,1000,1,mean_squared_error,128,adam
