round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.0012131223920732737,0.0017681019891282184,100,100,1,mean_squared_error,1,adam
100,0.0010687523244996555,0.001824112448556568,100,100,1,mean_squared_error,2,adam
100,0.0011010920570697635,0.001709576784417192,100,100,1,mean_squared_error,3,adam
100,0.0009497579449089244,0.0016158233268294695,100,100,1,mean_squared_error,8,adam
100,0.0009392615975230001,0.001622080783514927,100,100,1,mean_squared_error,16,adam
100,0.0009447174597880803,0.0016160342301986645,100,100,1,mean_squared_error,32,adam
100,0.0009339866155642085,0.0016158336254459968,100,100,1,mean_squared_error,64,adam
100,0.000926397908187937,0.0016175112404766023,100,100,1,mean_squared_error,128,adam
250,0.0008992935763671994,0.001628829840641296,100,250,1,mean_squared_error,1,adam
250,0.0010128040084964596,0.0016036400851781334,100,250,1,mean_squared_error,2,adam
250,0.0009245416222256608,0.0016152147328195728,100,250,1,mean_squared_error,3,adam
250,0.000931199589103926,0.0016137830012088134,100,250,1,mean_squared_error,8,adam
250,0.0009446551703149453,0.0016165144315481367,100,250,1,mean_squared_error,16,adam
250,0.0009503191540716216,0.0016124793377945334,100,250,1,mean_squared_error,32,adam
250,0.0009547579247737303,0.0016275028080911724,100,250,1,mean_squared_error,64,adam
250,0.0009637635957915336,0.0016359014290426963,100,250,1,mean_squared_error,128,adam
500,0.0008440865422016941,0.001643142572713241,100,500,1,mean_squared_error,1,adam
500,0.000916626704565715,0.001619252191569404,100,500,1,mean_squared_error,2,adam
500,0.0009281585516873747,0.001619833924549102,100,500,1,mean_squared_error,3,adam
500,0.0009828224647208117,0.0016068604681845101,100,500,1,mean_squared_error,8,adam
500,0.0009685475888545625,0.0016114821794377477,100,500,1,mean_squared_error,16,adam
500,0.0009624825543141924,0.0016207999011786435,100,500,1,mean_squared_error,32,adam
500,0.0009599411787348799,0.0016219539952669806,100,500,1,mean_squared_error,64,adam
500,0.0009614520240575075,0.001608193447325556,100,500,1,mean_squared_error,128,adam
750,0.0009543895212118514,0.00161059288046017,100,750,1,mean_squared_error,1,adam
750,0.0009621418357710354,0.0016078039134527558,100,750,1,mean_squared_error,2,adam
750,0.0009516658974462189,0.0016108103528520196,100,750,1,mean_squared_error,3,adam
750,0.0009505565030849539,0.0016158205286493491,100,750,1,mean_squared_error,8,adam
750,0.0009792586351977661,0.001615839889042551,100,750,1,mean_squared_error,16,adam
750,0.0009840790589805692,0.0016104434352084518,100,750,1,mean_squared_error,32,adam
750,0.000984221522230655,0.0016066121855951416,100,750,1,mean_squared_error,64,adam
750,0.0009833078875089996,0.0016098143581013875,100,750,1,mean_squared_error,128,adam
1000,0.0009837171819526702,0.0016104366728349735,100,1000,1,mean_squared_error,1,adam
1000,0.0009656278270995244,0.0016061758710349207,100,1000,1,mean_squared_error,2,adam
1000,0.0009848726622294635,0.0016118162518039224,100,1000,1,mean_squared_error,3,adam
1000,0.0009819455226534046,0.0016055879291286459,100,1000,1,mean_squared_error,8,adam
1000,0.0009836913959588856,0.0016110076385644735,100,1000,1,mean_squared_error,16,adam
1000,0.0009959370872820728,0.0016107185136726393,100,1000,1,mean_squared_error,32,adam
1000,0.0009844334563240409,0.0016231957003462565,100,1000,1,mean_squared_error,64,adam
1000,0.0009856900360318832,0.0016063519630681508,100,1000,1,mean_squared_error,128,adam
