round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.00202956740395166,0.0031668978769806002,100,100,1,mean_squared_error,1,adam
100,0.0012546646757982671,0.0016737099713441637,100,100,1,mean_squared_error,2,adam
100,0.0016417970764450729,0.0020709817692664287,100,100,1,mean_squared_error,3,adam
100,0.001164527318906039,0.0015535363582468225,100,100,1,mean_squared_error,8,adam
100,0.0011789740237873048,0.001578839853777081,100,100,1,mean_squared_error,16,adam
100,0.0011589204368647188,0.0015634508025342303,100,100,1,mean_squared_error,32,adam
100,0.0011583806190174073,0.0015627185951651104,100,100,1,mean_squared_error,64,adam
100,0.0011682777549140155,0.0015758082769836829,100,100,1,mean_squared_error,128,adam
250,0.0011315158917568624,0.001560615986380796,100,250,1,mean_squared_error,1,adam
250,0.00111524568637833,0.0015691991845544959,100,250,1,mean_squared_error,2,adam
250,0.001131567551055923,0.0015624722850714392,100,250,1,mean_squared_error,3,adam
250,0.0011509998003020883,0.0015562996432391745,100,250,1,mean_squared_error,8,adam
250,0.0011602464073803276,0.0015549073933085712,100,250,1,mean_squared_error,16,adam
250,0.0011597003613132983,0.001572440514623428,100,250,1,mean_squared_error,32,adam
250,0.0011651669337879866,0.001553986570506093,100,250,1,mean_squared_error,64,adam
250,0.001159672625362873,0.001568314484565666,100,250,1,mean_squared_error,128,adam
500,0.0010731735965237021,0.0015832621714054725,100,500,1,mean_squared_error,1,adam
500,0.0011003580293618143,0.0015750609357686092,100,500,1,mean_squared_error,2,adam
500,0.001129708020016551,0.001567191300787648,100,500,1,mean_squared_error,3,adam
500,0.0011666816426441073,0.0015530963720086224,100,500,1,mean_squared_error,8,adam
500,0.0011639365111477673,0.0015543945337048168,100,500,1,mean_squared_error,16,adam
500,0.0011785936949308962,0.0015532281291338482,100,500,1,mean_squared_error,32,adam
500,0.0011656870192382485,0.001562788046605857,100,500,1,mean_squared_error,64,adam
500,0.0011770320998039097,0.0015807490961283054,100,500,1,mean_squared_error,128,adam
750,0.0011595897667575628,0.0015542812276057394,100,750,1,mean_squared_error,1,adam
750,0.001148981595179066,0.0015595277986824186,100,750,1,mean_squared_error,2,adam
750,0.0011460396344773471,0.0015602017808116198,100,750,1,mean_squared_error,3,adam
750,0.0011756843596231192,0.0015525185371186574,100,750,1,mean_squared_error,8,adam
750,0.001184914930490777,0.0015661281053654331,100,750,1,mean_squared_error,16,adam
750,0.0011894961935468018,0.0015542442593586404,100,750,1,mean_squared_error,32,adam
750,0.0011777799518313259,0.001553368228554777,100,750,1,mean_squared_error,64,adam
750,0.0011747473326977342,0.001560766547789942,100,750,1,mean_squared_error,128,adam
1000,0.0011464380950201303,0.0015619817624752056,100,1000,1,mean_squared_error,1,adam
1000,0.0011565408785827458,0.001554857527505709,100,1000,1,mean_squared_error,2,adam
1000,0.0011838724021799862,0.0015534033501674806,100,1000,1,mean_squared_error,3,adam
1000,0.0011824136599898338,0.0015519072717746585,100,1000,1,mean_squared_error,8,adam
1000,0.0011979100527241826,0.0015520363129070845,100,1000,1,mean_squared_error,16,adam
1000,0.001188380818348378,0.0015625445411294315,100,1000,1,mean_squared_error,32,adam
1000,0.0011828075512312353,0.0015605509244395715,100,1000,1,mean_squared_error,64,adam
1000,0.001183293730719015,0.001557097612281463,100,1000,1,mean_squared_error,128,adam
