round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
1,0.013037540813798553,0.009227649172401663,1,1,1,mean_squared_error,128,adam
4,0.0117316312180958,0.007950976761199048,1,4,1,mean_squared_error,128,adam
16,0.011838501227793684,0.007887441714704747,1,16,1,mean_squared_error,128,adam
64,0.011561529993664691,0.007736645517950699,1,64,1,mean_squared_error,128,adam
128,0.011605957078137408,0.00758019221883497,1,128,1,mean_squared_error,128,adam
1,0.01259946240694262,0.010596284808186541,4,1,1,mean_squared_error,128,adam
4,0.011735073019517586,0.007879038986362965,4,4,1,mean_squared_error,128,adam
16,0.011995624711271375,0.0077270476498818245,4,16,1,mean_squared_error,128,adam
64,0.01164635345019633,0.007751244973599356,4,64,1,mean_squared_error,128,adam
128,0.011602549806702882,0.007651051798604023,4,128,1,mean_squared_error,128,adam
1,0.014474128410220145,0.016860028179840315,16,1,1,mean_squared_error,128,adam
4,0.0119437319599092,0.007960352506978118,16,4,1,mean_squared_error,128,adam
16,0.01178960457444191,0.007961628945761166,16,16,1,mean_squared_error,128,adam
64,0.01181915357708931,0.007648388054385054,16,64,1,mean_squared_error,128,adam
128,0.011647232882678509,0.007634548017538347,16,128,1,mean_squared_error,128,adam
1,0.02329126711934805,0.025898342919495138,64,1,1,mean_squared_error,128,adam
4,0.01386646194383502,0.010132844378013112,64,4,1,mean_squared_error,128,adam
16,0.011800622697919608,0.00762804321949376,64,16,1,mean_squared_error,128,adam
64,0.011763375392183662,0.0075804355775165805,64,64,1,mean_squared_error,128,adam
128,0.011700566820800305,0.0075734427556610005,64,128,1,mean_squared_error,128,adam
1,0.030106875821948053,0.029988792502275843,128,1,1,mean_squared_error,128,adam
4,0.015275390148162841,0.012035652429788596,128,4,1,mean_squared_error,128,adam
16,0.01242708921432495,0.008259555368039649,128,16,1,mean_squared_error,128,adam
64,0.011779057793319225,0.007563417707191074,128,64,1,mean_squared_error,128,adam
128,0.01180828459560871,0.007583695221389265,128,128,1,mean_squared_error,128,adam
