round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.009018988348543644,0.008275622626689632,100,100,1,mean_squared_error,128,adam
100,0.00897044874727726,0.008272416193798203,100,100,2,mean_squared_error,128,adam
100,0.008925323374569416,0.008275327442309473,100,100,3,mean_squared_error,128,adam
100,0.008838326204568148,0.008288534941531728,100,100,4,mean_squared_error,128,adam
100,0.009078702423721552,0.00819681112762909,100,100,5,mean_squared_error,128,adam
1000,0.008867812342941761,0.008224294722565124,100,1000,1,mean_squared_error,128,adam
1000,0.008890790399163961,0.008216065320842555,100,1000,2,mean_squared_error,128,adam
1000,0.00943866465240717,0.007794948749346787,100,1000,3,mean_squared_error,128,adam
1000,0.009449034463614225,0.007760811809249903,100,1000,4,mean_squared_error,128,adam
1000,0.009215839207172394,0.007812070658544687,100,1000,5,mean_squared_error,128,adam
