round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.00366393628064543,0.0028697286135993794,100,100,1,mean_squared_error,128,adam
100,0.003706947434693575,0.0029418382260981055,100,100,2,mean_squared_error,128,adam
100,0.0036117834970355034,0.0028602438557774144,100,100,3,mean_squared_error,128,adam
100,0.00366284535266459,0.0028667783382720544,100,100,4,mean_squared_error,128,adam
100,0.0036683668149635196,0.0028992947730094717,100,100,5,mean_squared_error,128,adam
1000,0.0036593188997358084,0.002882021488633487,100,1000,1,mean_squared_error,128,adam
1000,0.0036895343801006675,0.002889641464451265,100,1000,2,mean_squared_error,128,adam
1000,0.0037164350505918264,0.0029459108061766783,100,1000,3,mean_squared_error,128,adam
1000,0.0038727435749024153,0.0028693623300548527,100,1000,4,mean_squared_error,128,adam
1000,0.003668969380669296,0.002895704481065348,100,1000,5,mean_squared_error,128,adam
