round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.011658444534987211,0.014008418837781613,100,100,1,mean_squared_error,1,adam
100,0.007640893803909421,0.008724841515633994,100,100,1,mean_squared_error,2,adam
100,0.007718051550909877,0.00853941645146462,100,100,1,mean_squared_error,3,adam
100,0.008099762722849846,0.00850401335584938,100,100,1,mean_squared_error,8,adam
100,0.00822329381480813,0.008497494861091437,100,100,1,mean_squared_error,16,adam
100,0.008231389336287975,0.008496318138519624,100,100,1,mean_squared_error,32,adam
100,0.008217141032218933,0.008501097296170872,100,100,1,mean_squared_error,64,adam
100,0.008082169573754072,0.00853378420933745,100,100,1,mean_squared_error,128,adam
