round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.0038853700971230865,0.0029331302389334468,100,100,1,mean_squared_error,1,adam
100,0.003893529996275902,0.002927649748700678,100,100,1,mean_squared_error,2,adam
100,0.0038937561912462115,0.0028341857799303186,100,100,1,mean_squared_error,3,adam
100,0.003943300805985928,0.0028249805012395732,100,100,1,mean_squared_error,8,adam
100,0.00392738520167768,0.002816852523518124,100,100,1,mean_squared_error,16,adam
100,0.0039209413807839155,0.002820998276198717,100,100,1,mean_squared_error,32,adam
100,0.003909289720468223,0.00281786760677091,100,100,1,mean_squared_error,64,adam
100,0.003936064545996487,0.0028334877195238207,100,100,1,mean_squared_error,128,adam
250,0.0039139167638495564,0.002837191644838934,100,250,1,mean_squared_error,1,adam
250,0.003950890270061791,0.0028488120749209983,100,250,1,mean_squared_error,2,adam
250,0.003909049089998007,0.00281243643637065,100,250,1,mean_squared_error,3,adam
250,0.003917467314749956,0.002804545596367995,100,250,1,mean_squared_error,8,adam
250,0.003901556716300547,0.0028106412024034143,100,250,1,mean_squared_error,16,adam
250,0.0039187317015603185,0.0028082379387962377,100,250,1,mean_squared_error,32,adam
250,0.003896337002515793,0.002835309617268038,100,250,1,mean_squared_error,64,adam
250,0.003903007134795189,0.0028046403228442996,100,250,1,mean_squared_error,128,adam
500,0.003917571855708957,0.0028238448907824277,100,500,1,mean_squared_error,1,adam
500,0.003917906433343887,0.002818903416619265,100,500,1,mean_squared_error,2,adam
500,0.003929525148123503,0.0028291745111346245,100,500,1,mean_squared_error,3,adam
500,0.003906461643055081,0.002807965913535397,100,500,1,mean_squared_error,8,adam
500,0.003929582191631198,0.0028089248793512433,100,500,1,mean_squared_error,16,adam
500,0.003908983781002462,0.0028040576425677442,100,500,1,mean_squared_error,32,adam
500,0.003921988187357783,0.002813469611556458,100,500,1,mean_squared_error,64,adam
500,0.00391356716863811,0.0028022749975024908,100,500,1,mean_squared_error,128,adam
750,0.003912457847036421,0.0028146931027438035,100,750,1,mean_squared_error,1,adam
750,0.003924190765246749,0.0028110007002114094,100,750,1,mean_squared_error,2,adam
750,0.003946182783693075,0.0028166838073729536,100,750,1,mean_squared_error,3,adam
750,0.003924507764168084,0.002800272682560304,100,750,1,mean_squared_error,8,adam
750,0.003915159031748772,0.002802737885829351,100,750,1,mean_squared_error,16,adam
750,0.003929026075638831,0.002804698983912256,100,750,1,mean_squared_error,32,adam
750,0.0039154080441221595,0.0028101361606428796,100,750,1,mean_squared_error,64,adam
750,0.003906477359123528,0.002805412061311734,100,750,1,mean_squared_error,128,adam
1000,0.003914667526260018,0.0028205352670800194,100,1000,1,mean_squared_error,1,adam
1000,0.0039090526988729835,0.002809685443698389,100,1000,1,mean_squared_error,2,adam
1000,0.003913941094651818,0.0028050651014922537,100,1000,1,mean_squared_error,3,adam
1000,0.0039210173999890685,0.002800563755293463,100,1000,1,mean_squared_error,8,adam
1000,0.0039220183389261365,0.0028007951387692066,100,1000,1,mean_squared_error,16,adam
1000,0.003897694870829582,0.002813613330501886,100,1000,1,mean_squared_error,32,adam
1000,0.003945039235986769,0.0027998291588572782,100,1000,1,mean_squared_error,64,adam
1000,0.003916900604963303,0.0028084579733828256,100,1000,1,mean_squared_error,128,adam
