round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.011429221369326115,0.011711884859510531,100,100,1,mean_squared_error,1,adam
100,0.00303307524882257,0.003876243514898128,100,100,1,mean_squared_error,2,adam
100,0.0032120136311277747,0.003990191643016604,100,100,1,mean_squared_error,3,adam
100,0.002061954466626048,0.003291159711269321,100,100,1,mean_squared_error,8,adam
100,0.0020961721893399954,0.003298010474028892,100,100,1,mean_squared_error,16,adam
100,0.0020687461947090924,0.0032984384823996657,100,100,1,mean_squared_error,32,adam
100,0.0020500507671386003,0.003300118108949902,100,100,1,mean_squared_error,64,adam
100,0.002051768300589174,0.0032869932098188123,100,100,1,mean_squared_error,128,adam
250,0.0020121915149502456,0.0033083029767092234,100,250,1,mean_squared_error,1,adam
250,0.002039795566815883,0.0032999896471222912,100,250,1,mean_squared_error,2,adam
250,0.0020085866563022137,0.0032979816047796853,100,250,1,mean_squared_error,3,adam
250,0.0020269909291528165,0.003286238062431228,100,250,1,mean_squared_error,8,adam
250,0.0020720180473290384,0.0032891343624324052,100,250,1,mean_squared_error,16,adam
250,0.002083896950352937,0.0032894096155195755,100,250,1,mean_squared_error,32,adam
250,0.002048441441729665,0.003285033728712633,100,250,1,mean_squared_error,64,adam
250,0.002014935133047402,0.003293949397885355,100,250,1,mean_squared_error,128,adam
500,0.0020134527585469186,0.0033177420415829184,100,500,1,mean_squared_error,1,adam
500,0.002029993396718055,0.003301699472507252,100,500,1,mean_squared_error,2,adam
500,0.002056229393929243,0.0032943993541913897,100,500,1,mean_squared_error,3,adam
500,0.0020507589797489345,0.0032965683321092734,100,500,1,mean_squared_error,8,adam
500,0.002011882374063134,0.0033185920546200116,100,500,1,mean_squared_error,16,adam
500,0.0020371954306028783,0.003282239184455764,100,500,1,mean_squared_error,32,adam
500,0.002058646467048675,0.0033438631869096283,100,500,1,mean_squared_error,64,adam
500,0.002021711377892643,0.0032872331946070554,100,500,1,mean_squared_error,128,adam
750,0.002020432031713426,0.0032928552948881438,100,750,1,mean_squared_error,1,adam
750,0.0020307543454691768,0.00328826248942802,100,750,1,mean_squared_error,2,adam
750,0.0020144020672887564,0.003307987936424619,100,750,1,mean_squared_error,3,adam
750,0.002019354375079274,0.003287773957198257,100,750,1,mean_squared_error,8,adam
750,0.0020247087231837213,0.0032815943877060982,100,750,1,mean_squared_error,16,adam
750,0.0020363678340800107,0.0032793946008671795,100,750,1,mean_squared_error,32,adam
750,0.0020329279359430075,0.0032851463723530933,100,750,1,mean_squared_error,64,adam
750,0.0020543800201267004,0.0032971026206664498,100,750,1,mean_squared_error,128,adam
1000,0.0020212731906212866,0.0033246803378690977,100,1000,1,mean_squared_error,1,adam
1000,0.0020269847591407597,0.003291556172838486,100,1000,1,mean_squared_error,2,adam
1000,0.002024709072429687,0.003287085235693065,100,1000,1,mean_squared_error,3,adam
1000,0.002021547930780798,0.0032862416342517037,100,1000,1,mean_squared_error,8,adam
1000,0.0020204163156449795,0.0032821541896001214,100,1000,1,mean_squared_error,16,adam
1000,0.0020119509426876903,0.0032835811111646563,100,1000,1,mean_squared_error,32,adam
1000,0.0020146328606642783,0.003293491101690701,100,1000,1,mean_squared_error,64,adam
1000,0.002001368149649352,0.003356947960100956,100,1000,1,mean_squared_error,128,adam
