round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.008642692817375064,0.008400199575382367,100,100,1,mean_squared_error,1,adam
100,0.00899559073150158,0.009131686038391333,100,100,1,mean_squared_error,2,adam
100,0.008595725055783987,0.008378876368503523,100,100,1,mean_squared_error,3,adam
100,0.008778021205216646,0.00829665011663298,100,100,1,mean_squared_error,8,adam
100,0.008834323612973094,0.008273921405107604,100,100,1,mean_squared_error,16,adam
100,0.00881331181153655,0.008322018649158323,100,100,1,mean_squared_error,32,adam
100,0.008808134589344263,0.008327485080855084,100,100,1,mean_squared_error,64,adam
100,0.008812509011477232,0.00832873910320059,100,100,1,mean_squared_error,128,adam
250,0.00866491999477148,0.00821808333109532,100,250,1,mean_squared_error,1,adam
250,0.008780475938692689,0.008238276478397966,100,250,1,mean_squared_error,2,adam
250,0.00879888329654932,0.008275300214174473,100,250,1,mean_squared_error,3,adam
250,0.008812322281301022,0.008257870900825151,100,250,1,mean_squared_error,8,adam
250,0.008885831339284778,0.008247518003976584,100,250,1,mean_squared_error,16,adam
250,0.008906784933060408,0.008267629858956002,100,250,1,mean_squared_error,32,adam
250,0.008889617398381233,0.008318975152340449,100,250,1,mean_squared_error,64,adam
250,0.008933015400543809,0.008292877140984797,100,250,1,mean_squared_error,128,adam
500,0.011585520580410957,0.011332016442914056,100,500,1,mean_squared_error,1,adam
500,0.008842917857691646,0.008245176207367564,100,500,1,mean_squared_error,2,adam
500,0.008571655489504337,0.008094782665614645,100,500,1,mean_squared_error,3,adam
500,0.008997786091640592,0.008188161548497832,100,500,1,mean_squared_error,8,adam
500,0.009028433123603463,0.008187562640392243,100,500,1,mean_squared_error,16,adam
500,0.009081155294552445,0.008210435373134407,100,500,1,mean_squared_error,32,adam
500,0.009105688892304897,0.00817972082495316,100,500,1,mean_squared_error,64,adam
500,0.009277176344767213,0.008190506175253773,100,500,1,mean_squared_error,128,adam
750,0.00895229890011251,0.008152754379805168,100,750,1,mean_squared_error,1,adam
750,0.00897313840687275,0.008169443792381083,100,750,1,mean_squared_error,2,adam
750,0.009014049544930458,0.008172768375889998,100,750,1,mean_squared_error,3,adam
750,0.009023853577673435,0.00816088842162699,100,750,1,mean_squared_error,8,adam
750,0.00935404491610825,0.00813795485881561,100,750,1,mean_squared_error,16,adam
750,0.009557914920151234,0.008118982231921345,100,750,1,mean_squared_error,32,adam
750,0.009680315386503935,0.008173663065276275,100,750,1,mean_squared_error,64,adam
750,0.009892971254885197,0.008143542427803041,100,750,1,mean_squared_error,128,adam
1000,0.009038506308570504,0.008174846259256205,100,1000,1,mean_squared_error,1,adam
1000,0.009055978385731578,0.008134228394443827,100,1000,1,mean_squared_error,2,adam
1000,0.009316080017015338,0.008131079707192,100,1000,1,mean_squared_error,3,adam
1000,0.00956139131449163,0.00811576580437353,100,1000,1,mean_squared_error,8,adam
1000,0.009595524752512574,0.008157065418317802,100,1000,1,mean_squared_error,16,adam
1000,0.009785430040210485,0.00815985897173148,100,1000,1,mean_squared_error,32,adam
1000,0.009873162023723125,0.008124556875598609,100,1000,1,mean_squared_error,64,adam
1000,0.009941946249455214,0.008137228542747428,100,1000,1,mean_squared_error,128,adam
