round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.015282705891877413,0.012617999071577438,100,100,1,mean_squared_error,1,adam
100,0.00980534148402512,0.008082347570738772,100,100,1,mean_squared_error,2,adam
100,0.009722039569169283,0.008098312235789789,100,100,1,mean_squared_error,3,adam
100,0.00972919468767941,0.008008497024893313,100,100,1,mean_squared_error,8,adam
100,0.009725895710289478,0.008037549128433815,100,100,1,mean_squared_error,16,adam
100,0.009714645566418767,0.008053018865560679,100,100,1,mean_squared_error,32,adam
100,0.009723231429234147,0.008068699889202464,100,100,1,mean_squared_error,64,adam
100,0.00972103443928063,0.008074548284530192,100,100,1,mean_squared_error,128,adam
250,0.012722645653411746,0.010496151864640695,100,250,1,mean_squared_error,1,adam
250,0.00969735812395811,0.007950057203234885,100,250,1,mean_squared_error,2,adam
250,0.00969413761049509,0.008016291069786501,100,250,1,mean_squared_error,3,adam
250,0.009723601629957557,0.008021427694250616,100,250,1,mean_squared_error,8,adam
250,0.009734935127198696,0.008008300783089303,100,250,1,mean_squared_error,16,adam
250,0.009733241982758045,0.008059817216916938,100,250,1,mean_squared_error,32,adam
250,0.009737199172377586,0.008028204998650347,100,250,1,mean_squared_error,64,adam
250,0.009740270674228668,0.008033209877149354,100,250,1,mean_squared_error,128,adam
500,0.009719084482640028,0.007964254368591429,100,500,1,mean_squared_error,1,adam
500,0.009761085966601968,0.007969518507221588,100,500,1,mean_squared_error,2,adam
500,0.009751135250553489,0.007978158910761127,100,500,1,mean_squared_error,3,adam
500,0.009768879739567637,0.00798597535057773,100,500,1,mean_squared_error,8,adam
500,0.0097763289231807,0.00796156258492691,100,500,1,mean_squared_error,16,adam
500,0.009787712013348937,0.00798338935255332,100,500,1,mean_squared_error,32,adam
500,0.009795437566936016,0.00799047344021107,100,500,1,mean_squared_error,64,adam
500,0.009800307918339968,0.00799489946088247,100,500,1,mean_squared_error,128,adam
750,0.009760993998497725,0.007843702485350738,100,750,1,mean_squared_error,1,adam
750,0.009787606541067362,0.007967174363632997,100,750,1,mean_squared_error,2,adam
750,0.009788058698177338,0.00793335791257091,100,750,1,mean_squared_error,3,adam
750,0.009813777403905988,0.007931757301680352,100,750,1,mean_squared_error,8,adam
750,0.009875362273305655,0.007979391600217735,100,750,1,mean_squared_error,16,adam
750,0.00984058971516788,0.00795246895290631,100,750,1,mean_squared_error,32,adam
750,0.009859181009232998,0.007957304263006625,100,750,1,mean_squared_error,64,adam
750,0.00986496964469552,0.00802156010778028,100,750,1,mean_squared_error,128,adam
1000,0.009814580902457237,0.007802177362965611,100,1000,1,mean_squared_error,1,adam
1000,0.009783196961507201,0.007956284289726787,100,1000,1,mean_squared_error,2,adam
1000,0.009836787357926369,0.007895908467845063,100,1000,1,mean_squared_error,3,adam
1000,0.009826530469581485,0.007950728948235064,100,1000,1,mean_squared_error,8,adam
1000,0.009863601764664054,0.007936643154119937,100,1000,1,mean_squared_error,16,adam
1000,0.009878473589196801,0.007953988270306573,100,1000,1,mean_squared_error,32,adam
1000,0.009871745249256492,0.007967498620276464,100,1000,1,mean_squared_error,64,adam
1000,0.009963639080524445,0.008063543938044319,100,1000,1,mean_squared_error,128,adam
