round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.007232595002278686,0.0034722907925001287,100,100,1,mean_squared_error,1,adam
100,0.006347632559482008,0.003024756981358679,100,100,1,mean_squared_error,2,adam
100,0.006353229109663516,0.0030115655475158364,100,100,1,mean_squared_error,3,adam
100,0.0063559156260453165,0.0030124897602945566,100,100,1,mean_squared_error,8,adam
100,0.006372701667714864,0.0030259857004401006,100,100,1,mean_squared_error,16,adam
100,0.0063649186049588025,0.003009473404293894,100,100,1,mean_squared_error,32,adam
100,0.0063755803857930005,0.0030036888579560213,100,100,1,mean_squared_error,64,adam
100,0.006371299037709832,0.0030074708865731395,100,100,1,mean_squared_error,128,adam
