round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.017587777692824602,0.02216787743283079,100,100,1,mean_squared_error,128,adam
100,0.016641067806631327,0.021578817170239212,100,100,2,mean_squared_error,128,adam
100,0.015931650064885616,0.021553025108870486,100,100,3,mean_squared_error,128,adam
100,0.0159817086532712,0.021402722707155798,100,100,4,mean_squared_error,128,adam
100,0.016398231964558363,0.021485077392062794,100,100,5,mean_squared_error,128,adam
1000,0.01633119536563754,0.02143217772898149,100,1000,1,mean_squared_error,128,adam
1000,0.016011066734790802,0.021436588610236874,100,1000,2,mean_squared_error,128,adam
1000,0.016126092988997698,0.021309372020165,100,1000,3,mean_squared_error,128,adam
1000,0.016133964527398348,0.021370911555777354,100,1000,4,mean_squared_error,128,adam
1000,0.01632546540349722,0.02145641684084571,100,1000,5,mean_squared_error,128,adam
