round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.0247280215844512,0.02168593162152552,100,100,1,mean_squared_error,1,adam
100,0.023576050996780396,0.02054091612983467,100,100,1,mean_squared_error,2,adam
100,0.023933197371661663,0.02106237702799919,100,100,1,mean_squared_error,3,adam
100,0.023641100153326988,0.02074925892783287,100,100,1,mean_squared_error,8,adam
100,0.023644723929464817,0.020727855477827534,100,100,1,mean_squared_error,16,adam
100,0.02349305897951126,0.020660753032766786,100,100,1,mean_squared_error,32,adam
100,0.023689305409789085,0.020670887923106215,100,100,1,mean_squared_error,64,adam
100,0.02359071746468544,0.020623367065026946,100,100,1,mean_squared_error,128,adam
250,0.023247873410582542,0.01987257790763426,100,250,1,mean_squared_error,1,adam
250,0.02328490372747183,0.020084183112272343,100,250,1,mean_squared_error,2,adam
250,0.02346123941242695,0.020225778180069494,100,250,1,mean_squared_error,3,adam
250,0.02341663371771574,0.02023025248246384,100,250,1,mean_squared_error,8,adam
250,0.02350238896906376,0.020376463824495636,100,250,1,mean_squared_error,16,adam
250,0.023410906083881855,0.020062852286754695,100,250,1,mean_squared_error,32,adam
250,0.023314167745411396,0.019767297658238345,100,250,1,mean_squared_error,64,adam
250,0.02348588313907385,0.019727146290336037,100,250,1,mean_squared_error,128,adam
500,0.02335893176496029,0.019625437037463774,100,500,1,mean_squared_error,1,adam
500,0.023302096873521805,0.019627523017967854,100,500,1,mean_squared_error,2,adam
500,0.023285076953470707,0.019671135364954632,100,500,1,mean_squared_error,3,adam
500,0.023274775594472885,0.019631057716252513,100,500,1,mean_squared_error,8,adam
500,0.02333373948931694,0.01964209587745051,100,500,1,mean_squared_error,16,adam
500,0.02333709318190813,0.01958797797840789,100,500,1,mean_squared_error,32,adam
500,0.02329876460134983,0.019604397291098172,100,500,1,mean_squared_error,64,adam
500,0.02360650710761547,0.01960622512252259,100,500,1,mean_squared_error,128,adam
750,0.023454499430954456,0.01957391197781515,100,750,1,mean_squared_error,1,adam
750,0.023369082249701023,0.019589044592508993,100,750,1,mean_squared_error,2,adam
750,0.023380184546113014,0.01957315807335807,100,750,1,mean_squared_error,3,adam
750,0.02344725001603365,0.01958252638485049,100,750,1,mean_squared_error,8,adam
750,0.023374601267278194,0.019588364031455273,100,750,1,mean_squared_error,16,adam
750,0.023494630120694637,0.01957005575149878,100,750,1,mean_squared_error,32,adam
750,0.023387333378195763,0.01954909777012012,100,750,1,mean_squared_error,64,adam
750,0.0234310831874609,0.01960318083676479,100,750,1,mean_squared_error,128,adam
1000,0.023503847420215607,0.019492060093111115,100,1000,1,mean_squared_error,1,adam
1000,0.023476828821003437,0.019506620168499182,100,1000,1,mean_squared_error,2,adam
1000,0.023444625549018383,0.019571546446485327,100,1000,1,mean_squared_error,3,adam
1000,0.023545118048787117,0.0194967276647799,100,1000,1,mean_squared_error,8,adam
1000,0.02343637030571699,0.019535309964216742,100,1000,1,mean_squared_error,16,adam
1000,0.023580878973007202,0.019504491524551446,100,1000,1,mean_squared_error,32,adam
1000,0.02339962963014841,0.01952930470288995,100,1000,1,mean_squared_error,64,adam
1000,0.023453086614608765,0.019546500764283024,100,1000,1,mean_squared_error,128,adam
