round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.021712313406169415,0.022117598351081808,100,100,1,mean_squared_error,1,adam
100,0.020899418741464615,0.021233999690876568,100,100,1,mean_squared_error,2,adam
100,0.02090710960328579,0.021273550703505378,100,100,1,mean_squared_error,3,adam
100,0.020846322178840637,0.021317336829682638,100,100,1,mean_squared_error,8,adam
100,0.020877482369542122,0.021493103383179,100,100,1,mean_squared_error,16,adam
100,0.020877067930996418,0.021453286518802617,100,100,1,mean_squared_error,32,adam
100,0.020793572068214417,0.02133585267553204,100,100,1,mean_squared_error,64,adam
100,0.020749992690980434,0.021260948851704597,100,100,1,mean_squared_error,128,adam
250,0.02065669745206833,0.020781491619341057,100,250,1,mean_squared_error,1,adam
250,0.021194837987422943,0.022101224892607012,100,250,1,mean_squared_error,2,adam
250,0.020707434974610806,0.021025563741947775,100,250,1,mean_squared_error,3,adam
250,0.020643713884055614,0.020774315085663533,100,250,1,mean_squared_error,8,adam
250,0.020614149048924446,0.02060057108937051,100,250,1,mean_squared_error,16,adam
250,0.020635079592466354,0.02078224501962351,100,250,1,mean_squared_error,32,adam
250,0.020643074065446854,0.02032049853625453,100,250,1,mean_squared_error,64,adam
250,0.020658472552895546,0.02039055906721673,100,250,1,mean_squared_error,128,adam
500,0.02063036896288395,0.02068006851824752,100,500,1,mean_squared_error,1,adam
500,0.020786776207387447,0.020181159173747652,100,500,1,mean_squared_error,2,adam
500,0.020711482502520084,0.02023297802248694,100,500,1,mean_squared_error,3,adam
500,0.020640483126044273,0.02036660217813083,100,500,1,mean_squared_error,8,adam
500,0.02079665381461382,0.02019652271909373,100,500,1,mean_squared_error,16,adam
500,0.020852232351899147,0.020217855218191045,100,500,1,mean_squared_error,32,adam
500,0.020785062573850155,0.020256225789960166,100,500,1,mean_squared_error,64,adam
500,0.0208329688757658,0.02023246271400374,100,500,1,mean_squared_error,128,adam
750,0.020878438837826252,0.020222047227143047,100,750,1,mean_squared_error,1,adam
750,0.02085875067859888,0.02019011649889008,100,750,1,mean_squared_error,2,adam
750,0.02083790861070156,0.020175464964824214,100,750,1,mean_squared_error,3,adam
750,0.020781125873327255,0.020299794101027918,100,750,1,mean_squared_error,8,adam
750,0.020904970355331898,0.020154613436650214,100,750,1,mean_squared_error,16,adam
750,0.020805051550269127,0.020232765545559705,100,750,1,mean_squared_error,32,adam
750,0.020780274644494057,0.020222070241781107,100,750,1,mean_squared_error,64,adam
750,0.020810642279684544,0.020207644451904417,100,750,1,mean_squared_error,128,adam
1000,0.020972940139472485,0.020198806032613106,100,1000,1,mean_squared_error,1,adam
1000,0.020829555578529835,0.020198556284109753,100,1000,1,mean_squared_error,2,adam
1000,0.020807892084121704,0.020225009500494877,100,1000,1,mean_squared_error,3,adam
1000,0.020789762027561665,0.020244202616258075,100,1000,1,mean_squared_error,8,adam
1000,0.020790367387235165,0.02024370093916293,100,1000,1,mean_squared_error,16,adam
1000,0.02089536190032959,0.020155729954702814,100,1000,1,mean_squared_error,32,adam
1000,0.02084024529904127,0.020191022229934096,100,1000,1,mean_squared_error,64,adam
1000,0.02090101968497038,0.020202582900442724,100,1000,1,mean_squared_error,128,adam
