round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.02438323013484478,0.021287132007884502,100,100,1,mean_squared_error,1,adam
100,0.025166990235447884,0.022837663452166663,100,100,1,mean_squared_error,2,adam
100,0.024564478546380997,0.02151849767879436,100,100,1,mean_squared_error,3,adam
100,0.024761321023106575,0.020743208076048614,100,100,1,mean_squared_error,8,adam
100,0.02470635436475277,0.0206219872044292,100,100,1,mean_squared_error,16,adam
100,0.02466137520968914,0.020569735106295513,100,100,1,mean_squared_error,32,adam
100,0.02464323304593563,0.020556150256355005,100,100,1,mean_squared_error,64,adam
100,0.024485325440764427,0.0204324930168707,100,100,1,mean_squared_error,128,adam
250,0.023646092042326927,0.019899501005435048,100,250,1,mean_squared_error,1,adam
250,0.024145135655999184,0.020216588799218487,100,250,1,mean_squared_error,2,adam
250,0.023888149298727512,0.020067431765578146,100,250,1,mean_squared_error,3,adam
250,0.023947658017277718,0.020068227997362464,100,250,1,mean_squared_error,8,adam
250,0.023965791799128056,0.02006593182272182,100,250,1,mean_squared_error,16,adam
250,0.024091269820928574,0.020142310679444393,100,250,1,mean_squared_error,32,adam
250,0.02383530978113413,0.019985834136605263,100,250,1,mean_squared_error,64,adam
250,0.023565540090203285,0.019798305091030317,100,250,1,mean_squared_error,128,adam
500,0.023278819397091866,0.01966474973654986,100,500,1,mean_squared_error,1,adam
500,0.023691704496741295,0.019884848689431685,100,500,1,mean_squared_error,2,adam
500,0.023386910557746887,0.019759449720345344,100,500,1,mean_squared_error,3,adam
500,0.02338545210659504,0.01971692056453467,100,500,1,mean_squared_error,8,adam
500,0.02326044626533985,0.019686666716422354,100,500,1,mean_squared_error,16,adam
500,0.02315971441566944,0.019671200398813215,100,500,1,mean_squared_error,32,adam
500,0.02315699029713869,0.019639310452685618,100,500,1,mean_squared_error,64,adam
500,0.02318833116441965,0.019702184968686344,100,500,1,mean_squared_error,128,adam
750,0.02395293116569519,0.020041956003745993,100,750,1,mean_squared_error,1,adam
750,0.023148144595324993,0.01963804482965541,100,750,1,mean_squared_error,2,adam
750,0.023191703483462334,0.01964607359117882,100,750,1,mean_squared_error,3,adam
750,0.023177933879196644,0.019646502354352696,100,750,1,mean_squared_error,8,adam
750,0.023181620053946972,0.019655568427161166,100,750,1,mean_squared_error,16,adam
750,0.023117823526263237,0.019607266103078547,100,750,1,mean_squared_error,32,adam
750,0.023148545995354652,0.019643651610963923,100,750,1,mean_squared_error,64,adam
750,0.02312283217906952,0.019640798215990077,100,750,1,mean_squared_error,128,adam
1000,0.02323110681027174,0.019661398371098034,100,1000,1,mean_squared_error,1,adam
1000,0.02309784386307001,0.019589782531436225,100,1000,1,mean_squared_error,2,adam
1000,0.023117334581911564,0.019610529135268433,100,1000,1,mean_squared_error,3,adam
1000,0.023157687857747078,0.01965239341545822,100,1000,1,mean_squared_error,8,adam
1000,0.023147677071392536,0.019656358165363024,100,1000,1,mean_squared_error,16,adam
1000,0.023169610649347305,0.019665519310100785,100,1000,1,mean_squared_error,32,adam
1000,0.023103877902030945,0.019616292019311646,100,1000,1,mean_squared_error,64,adam
1000,0.023147995583713055,0.019752836727856993,100,1000,1,mean_squared_error,128,adam
