round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.023261932656168938,0.02595282388958417,100,100,1,mean_squared_error,1,adam
100,0.019641312770545483,0.02191193774342537,100,100,1,mean_squared_error,2,adam
100,0.01996967103332281,0.02224459268974332,100,100,1,mean_squared_error,3,adam
100,0.019918249920010567,0.022038191729657035,100,100,1,mean_squared_error,8,adam
100,0.019708100706338882,0.021856108587001797,100,100,1,mean_squared_error,16,adam
100,0.01969380397349596,0.02184934232542688,100,100,1,mean_squared_error,32,adam
100,0.01960067357867956,0.02174884294694229,100,100,1,mean_squared_error,64,adam
100,0.019473238848149776,0.021673352184488362,100,100,1,mean_squared_error,128,adam
250,0.020248575136065483,0.02223736334377363,100,250,1,mean_squared_error,1,adam
250,0.018691030330955982,0.021190634538842023,100,250,1,mean_squared_error,2,adam
250,0.018817503936588764,0.021266215800641475,100,250,1,mean_squared_error,3,adam
250,0.019150209613144398,0.02145201816015823,100,250,1,mean_squared_error,8,adam
250,0.018878735601902008,0.021284953431975572,100,250,1,mean_squared_error,16,adam
250,0.019010956399142742,0.021389288902469446,100,250,1,mean_squared_error,32,adam
250,0.018588606268167496,0.021145617383950037,100,250,1,mean_squared_error,64,adam
250,0.018434480763971806,0.02108121478934784,100,250,1,mean_squared_error,128,adam
500,0.018354673869907856,0.02108021010002845,100,500,1,mean_squared_error,1,adam
500,0.018237167969346046,0.02104486258966582,100,500,1,mean_squared_error,2,adam
500,0.018179611302912235,0.021023269180199106,100,500,1,mean_squared_error,3,adam
500,0.01827768888324499,0.021044224309256503,100,500,1,mean_squared_error,8,adam
500,0.018139634281396866,0.021009185087673347,100,500,1,mean_squared_error,16,adam
500,0.018023638986051083,0.0209849451232076,100,500,1,mean_squared_error,32,adam
500,0.017936046235263348,0.020999941736795848,100,500,1,mean_squared_error,64,adam
500,0.017928417772054672,0.020974460181623772,100,500,1,mean_squared_error,128,adam
750,0.01848078891634941,0.021127984828705478,100,750,1,mean_squared_error,1,adam
750,0.01789719332009554,0.020959143650561646,100,750,1,mean_squared_error,2,adam
750,0.017948675900697708,0.02097330144828274,100,750,1,mean_squared_error,3,adam
750,0.017968693748116493,0.0209756396864926,100,750,1,mean_squared_error,8,adam
750,0.017977552488446236,0.020981035379688245,100,750,1,mean_squared_error,16,adam
750,0.01794551871716976,0.020978963207967,100,750,1,mean_squared_error,32,adam
750,0.017917240969836712,0.02101468506799007,100,750,1,mean_squared_error,64,adam
750,0.017869764007627964,0.02096474197294031,100,750,1,mean_squared_error,128,adam
1000,0.01778912078589201,0.02095787566071166,100,1000,1,mean_squared_error,1,adam
1000,0.01784412283450365,0.020958705970966128,100,1000,1,mean_squared_error,2,adam
1000,0.017841762863099575,0.020973009927977893,100,1000,1,mean_squared_error,3,adam
1000,0.017864658497273922,0.02096120971149968,100,1000,1,mean_squared_error,8,adam
1000,0.01789289340376854,0.020980125937358776,100,1000,1,mean_squared_error,16,adam
1000,0.01792246103286743,0.02098372517933224,100,1000,1,mean_squared_error,32,adam
1000,0.0179106704890728,0.02096584109696828,100,1000,1,mean_squared_error,64,adam
1000,0.017894304357469082,0.020955075306775876,100,1000,1,mean_squared_error,128,adam
