round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
1,0.0028997475653874984,0.005875638450023625,1,1,1,mean_squared_error,128,adam
4,0.0029039221698775554,0.00335313496167751,1,4,1,mean_squared_error,128,adam
16,0.0032774913902012277,0.003275002050397244,1,16,1,mean_squared_error,128,adam
64,0.0029336358303945786,0.003231742954835036,1,64,1,mean_squared_error,128,adam
128,0.0031343588903301155,0.003164038377974574,1,128,1,mean_squared_error,128,adam
1,0.003684155468363315,0.0077047160788304,4,1,1,mean_squared_error,128,adam
4,0.002923103085486218,0.0033183971273810287,4,4,1,mean_squared_error,128,adam
16,0.002887049105775077,0.003224403861507168,4,16,1,mean_squared_error,128,adam
64,0.002931720429660345,0.0032392319342042365,4,64,1,mean_squared_error,128,adam
128,0.0029382025477389107,0.0032523882057583623,4,128,1,mean_squared_error,128,adam
1,0.006464471276849508,0.011917324398395993,16,1,1,mean_squared_error,128,adam
4,0.0028570608561858534,0.004132035570733485,16,4,1,mean_squared_error,128,adam
16,0.0029704053746536373,0.0031529565480405415,16,16,1,mean_squared_error,128,adam
64,0.002969476878643036,0.003144154231295978,16,64,1,mean_squared_error,128,adam
128,0.0029572912608273327,0.003097437435495335,16,128,1,mean_squared_error,128,adam
1,0.00813204687088728,0.01563766464947703,64,1,1,mean_squared_error,128,adam
4,0.005945418365299702,0.008760334757181147,64,4,1,mean_squared_error,128,adam
16,0.002915353775024414,0.003079270623456477,64,16,1,mean_squared_error,128,adam
64,0.0029346217028796673,0.0030868930801299303,64,64,1,mean_squared_error,128,adam
128,0.002927547823637724,0.003064363930422174,64,128,1,mean_squared_error,128,adam
1,0.010127278491854668,0.017246290797178862,128,1,1,mean_squared_error,128,adam
4,0.007121162097901106,0.00980627569410768,128,4,1,mean_squared_error,128,adam
16,0.003275415562093258,0.004549548360058695,128,16,1,mean_squared_error,128,adam
64,0.0029949701111763715,0.003066232151705049,128,64,1,mean_squared_error,128,adam
128,0.002892733961343765,0.003110914927055227,128,128,1,mean_squared_error,128,adam
