round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
1,0.005036574510550125,0.006460463870735543,1,1,1,mean_squared_error,128,adam
4,0.0050494985496253265,0.00298993898441169,1,4,1,mean_squared_error,128,adam
16,0.004649787693380318,0.002844150939985926,1,16,1,mean_squared_error,128,adam
64,0.004414061531256968,0.0028065520835961455,1,64,1,mean_squared_error,128,adam
128,0.00471399779483209,0.0027557218714116365,1,128,1,mean_squared_error,128,adam
1,0.007451473632827401,0.008284356388523772,4,1,1,mean_squared_error,128,adam
4,0.004385616712461342,0.00282761336567821,4,4,1,mean_squared_error,128,adam
16,0.004911642431907239,0.00279735828182074,4,16,1,mean_squared_error,128,adam
64,0.004698243005186668,0.0027876418840806104,4,64,1,mean_squared_error,128,adam
128,0.004525826457829681,0.0027536964149653836,4,128,1,mean_squared_error,128,adam
1,0.009760057209059597,0.010325725253575828,16,1,1,mean_squared_error,128,adam
4,0.004994262238033116,0.0033489966186466343,16,4,1,mean_squared_error,128,adam
16,0.0043795924261212345,0.002757419691011962,16,16,1,mean_squared_error,128,adam
64,0.004456090810708702,0.0027228367741619504,16,64,1,mean_squared_error,128,adam
128,0.004501571618020534,0.00271484780606717,16,128,1,mean_squared_error,128,adam
1,0.011827615248039365,0.013617800011909164,64,1,1,mean_squared_error,128,adam
4,0.00968147679232061,0.00813406002876793,64,4,1,mean_squared_error,128,adam
16,0.004441489465534687,0.0027170405338211765,64,16,1,mean_squared_error,128,adam
64,0.004449532125145197,0.0027186854442905572,64,64,1,mean_squared_error,128,adam
128,0.004388207849115133,0.0026994949812535777,64,128,1,mean_squared_error,128,adam
1,0.015522783957421779,0.01676295075136632,128,1,1,mean_squared_error,128,adam
4,0.010370679777115583,0.008800109974265993,128,4,1,mean_squared_error,128,adam
16,0.00570059385150671,0.0036723584128142764,128,16,1,mean_squared_error,128,adam
64,0.004437255244702101,0.002707192074572749,128,64,1,mean_squared_error,128,adam
128,0.004417921788990498,0.0026920602236698396,128,128,1,mean_squared_error,128,adam
