round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
1,0.0018301650861177255,0.005311062397578182,1,1,1,mean_squared_error,128,adam
4,0.0019240678745631756,0.003687628395424941,1,4,1,mean_squared_error,128,adam
16,0.002167862926653631,0.0035616060563046525,1,16,1,mean_squared_error,128,adam
64,0.0017082672354798234,0.003568990706311101,1,64,1,mean_squared_error,128,adam
128,0.0017186673778105189,0.003496258420801718,1,128,1,mean_squared_error,128,adam
1,0.003631118109333329,0.008792432159047285,4,1,1,mean_squared_error,128,adam
4,0.001778929001357028,0.003485483990753278,4,4,1,mean_squared_error,128,adam
16,0.0017336507451545912,0.0035588097006699726,4,16,1,mean_squared_error,128,adam
64,0.0017663245399307925,0.0035008152111178324,4,64,1,mean_squared_error,128,adam
128,0.001677979368614615,0.003461909013056081,4,128,1,mean_squared_error,128,adam
1,0.005732048721984029,0.010887508534386903,16,1,1,mean_squared_error,128,adam
4,0.0020053982152603567,0.004124750256875253,16,4,1,mean_squared_error,128,adam
16,0.0017605425656074657,0.0034192713562956312,16,16,1,mean_squared_error,128,adam
64,0.0016886030277237297,0.003445181619720965,16,64,1,mean_squared_error,128,adam
128,0.0016785916761728004,0.003401024362657485,16,128,1,mean_squared_error,128,adam
1,0.008008641973137855,0.015023097295071626,64,1,1,mean_squared_error,128,adam
4,0.005431448444724083,0.008452368013150477,64,4,1,mean_squared_error,128,adam
16,0.0016969955747481436,0.0034459188877160804,64,16,1,mean_squared_error,128,adam
64,0.0017187474947422743,0.0033707844317239126,64,64,1,mean_squared_error,128,adam
128,0.0016919728377251886,0.0034099776502955095,64,128,1,mean_squared_error,128,adam
1,0.011603069677948951,0.0182958262050536,128,1,1,mean_squared_error,128,adam
4,0.007573808543384075,0.010605658315359912,128,4,1,mean_squared_error,128,adam
16,0.0024849273217841983,0.004545151835478824,128,16,1,mean_squared_error,128,adam
64,0.0016948175011202694,0.0033727197229479894,128,64,1,mean_squared_error,128,adam
128,0.0017070306092500686,0.0034196579319486706,128,128,1,mean_squared_error,128,adam
