round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.02127918414771557,0.020511572646706812,100,100,1,mean_squared_error,1,adam
100,0.021629346534609795,0.02108106487553021,100,100,1,mean_squared_error,2,adam
100,0.021424787119030952,0.020921628269482316,100,100,1,mean_squared_error,3,adam
100,0.02153027430176735,0.021140930896743813,100,100,1,mean_squared_error,8,adam
100,0.021604057401418686,0.02129078895151988,100,100,1,mean_squared_error,16,adam
100,0.021535029634833336,0.02116499291045197,100,100,1,mean_squared_error,32,adam
100,0.021517520770430565,0.021184567933219097,100,100,1,mean_squared_error,64,adam
100,0.02139211166650057,0.021141606214012162,100,100,1,mean_squared_error,128,adam
