round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.02183420490473509,0.02115327868848405,100,100,1,mean_squared_error,1,adam
100,0.02328815869987011,0.022344566207933934,100,100,1,mean_squared_error,2,adam
100,0.02183033712208271,0.021179848892593264,100,100,1,mean_squared_error,3,adam
100,0.021876325830817223,0.021341992073572322,100,100,1,mean_squared_error,8,adam
100,0.021827460266649723,0.021292398785134878,100,100,1,mean_squared_error,16,adam
100,0.021726354956626892,0.021198287086377155,100,100,1,mean_squared_error,32,adam
100,0.02167917788028717,0.021164894812694925,100,100,1,mean_squared_error,64,adam
100,0.02171203587204218,0.021132353753858572,100,100,1,mean_squared_error,128,adam
