round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.02025672048330307,0.02286655461888886,100,100,1,mean_squared_error,1,adam
100,0.01974704023450613,0.021910819769353235,100,100,1,mean_squared_error,2,adam
100,0.019573100842535496,0.02150314799900422,100,100,1,mean_squared_error,3,adam
100,0.019863289780914783,0.021734975411257098,100,100,1,mean_squared_error,8,adam
100,0.01978064700961113,0.021762501688508577,100,100,1,mean_squared_error,16,adam
100,0.019792535342276096,0.02168249586674015,100,100,1,mean_squared_error,32,adam
100,0.019818468019366264,0.021701101791836295,100,100,1,mean_squared_error,64,adam
100,0.019607468508183956,0.021566706514906823,100,100,1,mean_squared_error,128,adam
