round_epochs,val_loss,loss,batch_sizes,epochs,layers,losses,nodes,optimizers
100,0.012835121247917414,0.0022467791145424684,100,100,1,mean_squared_error,1,adam
100,0.006674709962680936,0.0014467880772140792,100,100,1,mean_squared_error,2,adam
100,0.0078124492429196835,0.0015715265220304236,100,100,1,mean_squared_error,3,adam
100,0.004015770391561091,0.001279196493038184,100,100,1,mean_squared_error,8,adam
100,0.0036370635498315096,0.00127185282751423,100,100,1,mean_squared_error,16,adam
100,0.0036259738262742758,0.0012891320893185022,100,100,1,mean_squared_error,32,adam
100,0.003579898504540324,0.0012733327237396666,100,100,1,mean_squared_error,64,adam
100,0.0036637720186263323,0.0012719727030553784,100,100,1,mean_squared_error,128,adam
